iter	RMSE
246	0.008594466078
247	0.008548960256
248	0.008533512325
249	0.00850269345
250	0.008489857774
251	0.008477790715
252	0.008472670989
253	0.008460850202
254	0.008422166555
255	0.00841732794
256	0.008413814704
257	0.008402636791
258	0.008356208433
259	0.008314757145
260	0.008297178055
261	0.008267413643
262	0.008260246732
263	0.008242287458
264	0.008211235963
265	0.008187018397
266	0.008147925846
267	0.008117544257
268	0.008106341935
269	0.008096774432
270	0.008091377787
271	0.008079698493
272	0.008026721629
273	0.007984694238
274	0.007954534481
275	0.007932601366
276	0.007903210872
277	0.007893126814
278	0.007868156181
279	0.007861858314
280	0.007856217962
281	0.007836223417
282	0.007807443151
283	0.007800658958
284	0.007787642252
285	0.007782510437
286	0.007774654274
287	0.007773196015
288	0.007764466367
289	0.007763129841
290	0.007758575653
291	0.00774323682
292	0.007722727927
293	0.007705149484
294	0.007678341732
295	0.007657514976
296	0.007643728044
297	0.007621865009
298	0.00761802254
299	0.007611316475
300	0.007596959251
301	0.007574153406
302	0.00757071277
303	0.007564351105
304	0.00753935018
305	0.007516153152
306	0.00751055694
307	0.007504551776
308	0.007496267904
309	0.00747378087
310	0.007464473294
311	0.007445496945
312	0.007439509414
313	0.007434238871
314	0.007420829859
315	0.007409693594
316	0.007391906958
317	0.007379513811
318	0.007374432724
319	0.007358497991
320	0.007330441081
321	0.00732079419
322	0.007297941867
323	0.007274756118
324	0.007262857477
325	0.007246079719
326	0.007240308373
327	0.007237144252
328	0.007224010859
329	0.007221079081
330	0.007207014096
331	0.007190678461
332	0.007183471134
333	0.007158334198
334	0.007155614185
335	0.007151037538
336	0.007139215047
337	0.007136717068
338	0.007123916892
339	0.007119225353
340	0.007116403362
341	0.007114100003
342	0.00711197721
343	0.007103114696
344	0.00708869923
345	0.007074778178
346	0.00707387582
347	0.007062450459
348	0.007041161266
349	0.007039171803
350	0.007021954805
351	0.007002180217
352	0.006983225644
353	0.006962678045
354	0.006952570463
355	0.006948044749
356	0.006946173392
357	0.006941402953
358	0.006913051813
359	0.006910165766
360	0.006892022328
361	0.006881873523
362	0.006861910752
363	0.006845798633
364	0.006832973777
365	0.006826063029
366	0.006808964737
367	0.006803689851
368	0.006798532492
369	0.0067822763
370	0.006776506959
371	0.006767850591
372	0.006761345326
373	0.006758653113
374	0.00674878662
375	0.00673478763
376	0.006728718908
377	0.006720727956
378	0.006706203322
379	0.006702701063
380	0.00669706188
381	0.006687640031
382	0.006666723215
383	0.006647991697
384	0.006642661543
385	0.006636446937
386	0.00662165766
387	0.006606088817
388	0.006600800793
389	0.006587032409
390	0.006579682082
391	0.006566119156
392	0.006561990362
393	0.006550005015
394	0.006534179791
395	0.006520066301
396	0.006515524499
397	0.006510915166
398	0.006506857716
399	0.006495048613
400	0.006490329087
401	0.00648315207
402	0.006461352023
403	0.00645736044
404	0.006447732123
405	0.006437943894
406	0.00642192004
407	0.0064104829
408	0.006390217287
409	0.006378743211
410	0.00636919717
411	0.006354492905
412	0.006340297632
413	0.006337352924
414	0.006331898373
415	0.006321703611
416	0.00630781279
417	0.006305693209
418	0.006294272053
419	0.006287687048
420	0.006280212008
421	0.006276621646
422	0.00627452099
423	0.006267718731
424	0.006264592323
425	0.006260653927
426	0.006243487576
427	0.006237235262
428	0.006234254003
429	0.006230206927
430	0.006211564655
431	0.00620817107
432	0.006202668773
433	0.006199742639
434	0.006192575716
435	0.006178514474
436	0.006163062643
437	0.006154103473
438	0.006149238795
439	0.006145391014
440	0.00613151255
441	0.006129271085
442	0.006114405342
443	0.006108418972
444	0.006102274636
445	0.006096551372
446	0.006092929857
447	0.006078390059
448	0.006075955884
449	0.006063771342
450	0.006061808095
451	0.006059496447
452	0.006055583888
453	0.00605147854
454	0.006046012993
455	0.006042855846
456	0.006040210793
457	0.006038135507
458	0.006031702318
459	0.006026160252
460	0.006017890047
461	0.006008943788
462	0.006003074088
463	0.005991684987
464	0.005983135388
465	0.005976730566
466	0.005974355204
467	0.005971507255
468	0.005968110294
469	0.005955943779
470	0.005947899025
471	0.005943267983
472	0.005940157884
473	0.005932244471
474	0.005920443348
475	0.005915382451
476	0.005910774694
477	0.005907836352
478	0.005892365286
479	0.005888729456
480	0.005886221859
481	0.005881152547
482	0.005877413093
483	0.005871783129
484	0.005869029457
485	0.005858376559
486	0.005852997188
487	0.00585079895
488	0.005838403654
489	0.005836355812
490	0.005834109346
491	0.005832182149
492	0.005829452854
493	0.005827675034
494	0.005820340871
495	0.005814347548
496	0.005810924298
497	0.005800927389
498	0.005790872299
499	0.005783751753
500	0.005769994915
501	0.005768315775
502	0.00576300049
503	0.00576139475
504	0.005758133919
505	0.005753720099
506	0.005751798345
507	0.005745947152
508	0.005735544377
509	0.005729718057
510	0.005720713986
511	0.005714015893
512	0.005709690574
513	0.005698023928
514	0.00569339573
515	0.005689069505
516	0.00568562445
517	0.005682952593
518	0.005678388828
519	0.005671796404
520	0.005668013369
521	0.00565907089
522	0.005654592917
523	0.005650412184
524	0.005647927981
525	0.005635905661
526	0.005629769113
527	0.005627690419
528	0.00562424425
529	0.005615587819
530	0.005607284351
531	0.005603067247
532	0.005593734999
533	0.005591335056
534	0.005587299173
535	0.005583482408
536	0.005579672803
537	0.005577225533
538	0.005572042922
539	0.005563826113
540	0.005557325836
541	0.005553097422
542	0.005545740003
543	0.005542963456
544	0.00553798862
545	0.005535260049
546	0.005531678361
547	0.005524472414
548	0.005521077824
549	0.005512903268
550	0.005508913791
551	0.005502813877
552	0.005499833452
553	0.00549335911
554	0.005490659772
555	0.005484282891
556	0.00547458978
557	0.005465898104
558	0.005462388128
559	0.005460376425
560	0.005452693505
561	0.005444832355
562	0.005443716825
563	0.005441958929
564	0.005437762116
565	0.005435712781
566	0.005434232883
567	0.005428240285
568	0.005424417221
569	0.005421846162
570	0.005418140363
571	0.005416299764
572	0.005409440275
573	0.005405983634
574	0.005402247887
575	0.005397439109
576	0.005393792579
577	0.005384586509
578	0.005382687825
579	0.005375976781
580	0.00537375238
581	0.00537019017
582	0.005364312485
583	0.005361418922
584	0.005360051387
585	0.005358840577
586	0.00535698177
587	0.00535401822
588	0.005351226201
589	0.005350115492
590	0.005348235717
591	0.005342092482
592	0.005337781518
593	0.00533655307
594	0.005326565507
595	0.005324642357
596	0.005322252988
597	0.005315046325
598	0.005307410509
599	0.005300805022
600	0.005297738414
601	0.005294674783
602	0.005289618994
603	0.005288259939
604	0.005287267949
605	0.005282261273
606	0.00528013831
607	0.005278266238
608	0.005275412315
609	0.005270301421
610	0.005267666815
611	0.005261649922
612	0.005253822245
613	0.00524800063
614	0.005242990196
615	0.005241028627
616	0.005237257827
617	0.005236033607
618	0.005229002513
619	0.005225653295
620	0.005219298128
621	0.005214977852
622	0.005213313117
623	0.00521049951
624	0.005208576086
625	0.005206295764
626	0.005201891987
627	0.005199898736
628	0.00519744597
629	0.005192568278
630	0.005185690975
631	0.005181604309
632	0.005177324221
633	0.005172172402
634	0.005169695236
635	0.0051673707
636	0.005165711243
637	0.00516413355
638	0.005158775144
639	0.005148751296
640	0.005144432892
641	0.005141892458
642	0.005138402147
643	0.005136297626
644	0.005133622176
645	0.005130520272
646	0.005126597966
647	0.005124325619
648	0.005119349714
649	0.005115044652
650	0.005111116494
651	0.005106770145
652	0.005102092328
653	0.005099841796
654	0.00509124454
655	0.005089151129
656	0.005085356518
657	0.005083927023
658	0.005080448661
659	0.005074510664
660	0.005068185137
661	0.005065816603
662	0.005064180227
663	0.005061288542
664	0.005055439311
665	0.005050181113
666	0.00504794471
667	0.005046359268
668	0.005042531412
669	0.005039365577
670	0.005038462675
671	0.005035319261
672	0.00503296276
673	0.005029160386
674	0.005024848254
675	0.005022077924
676	0.005016314644
677	0.005014881645
678	0.005008532355
679	0.005006268419
680	0.005005068
681	0.005003400383
682	0.004998005763
683	0.004993458318
684	0.004990554184
685	0.004988287586
686	0.004984832441
687	0.004982408292
688	0.004980451787
689	0.00497589414
690	0.004974382008
691	0.004972919162
692	0.004967187206
693	0.004965184984
694	0.004960715745
695	0.004959557757
696	0.004958484213
697	0.004953270044
698	0.004951001299
699	0.004949199272
700	0.004943949827
701	0.004942904415
702	0.004940062179
703	0.004937536737
704	0.004934913302
705	0.004930546612
706	0.004927283329
707	0.004920375946
708	0.004916878852
709	0.004913303801
710	0.004911365035
711	0.004907929469
712	0.004902855159
713	0.004899743883
714	0.004892259758
715	0.004890258108
716	0.004887966021
717	0.004882918304
718	0.004877020937
719	0.004872866759
720	0.004869624555
721	0.004867296564
722	0.004864487893
723	0.004861631759
724	0.004860163165
725	0.004855898371
726	0.004851712094
727	0.004847717825
728	0.004846217543
729	0.004842544556
730	0.004838333838
731	0.004836651537
732	0.00483183532
733	0.004830032695
734	0.00482826927
735	0.004823792343
736	0.004819482042
737	0.004817688921
738	0.004813386016
739	0.004811998139
740	0.004805992075
741	0.004802963069
742	0.004797861155
743	0.004795350748
744	0.004793800486
745	0.004791046296
746	0.004787836077
747	0.004786944292
748	0.004784683911
749	0.00478294827
750	0.004781306748
751	0.004779727629
752	0.004778848718
753	0.004774353958
754	0.004772837648
755	0.004771509049
756	0.004769141975
757	0.004765130282
758	0.004763448039
759	0.004758416052
760	0.004754594017
761	0.004753615448
762	0.004751575945
763	0.004747945396
764	0.004745226674
765	0.004742245442
766	0.004741415303
767	0.004740722475
768	0.004739548072
769	0.004738625943
770	0.004734006123
771	0.004733352464
772	0.004732497469
773	0.004727972885
774	0.00472536561
775	0.004723933003
776	0.004721562253
777	0.004719341488
778	0.004715470938
779	0.004714670092
780	0.004712823865
781	0.004709644239
782	0.004707133245
783	0.004703483942
784	0.004702731083
785	0.004698057651
786	0.004697063516
787	0.004693700497
788	0.004692507213
789	0.004690953806
790	0.004689647545
791	0.004688845859
792	0.00468673342
793	0.004684846595
794	0.00468323867
795	0.004679140533
796	0.004678442191
797	0.004674563614
798	0.004672247814
799	0.004670678068
800	0.004668008096
801	0.004663732597
802	0.004662209712
803	0.004657704811
804	0.004655655669
805	0.004651308786
806	0.004646181154
807	0.004645478078
808	0.004643381066
809	0.004640000982
810	0.004636529437
811	0.004633589772
812	0.004631632465
813	0.004630117179
814	0.004625972954
815	0.004622748244
816	0.004620322065
817	0.004619510773
818	0.004615013574
819	0.004611027377
820	0.004607592415
821	0.004604623177
822	0.004602457739
823	0.004601384849
824	0.004596933514
825	0.004595120422
826	0.004592541938
827	0.004590588148
828	0.004588735223
829	0.004585490137
830	0.0045848303
831	0.004581881217
832	0.004581235983
833	0.004579115695
834	0.004577172123
835	0.004573596702
836	0.004571735078
837	0.004569685638
838	0.004567473543
839	0.004563268567
840	0.004560957539
841	0.00455965046
842	0.004558535874
843	0.004556427809
844	0.004555229757
845	0.004552974405
846	0.004549667435
847	0.004547214407
848	0.004544399674
849	0.004541201643
850	0.004537681133
851	0.004535402176
852	0.004533884835
853	0.004530924661
854	0.004529242325
855	0.004526388686
856	0.004523102945
857	0.004520745092
858	0.004518866071
859	0.004515625089
860	0.004513870979
861	0.004510116263
862	0.004507202276
863	0.004504363388
864	0.004502668145
865	0.004499713549
866	0.004497285773
867	0.004495980444
868	0.004493405882
869	0.004491469053
870	0.00448968113
871	0.004484278358
872	0.004481938652
873	0.004480457759
874	0.004478907099
875	0.00447768304
876	0.00447512085
877	0.00447246098
878	0.004470449364
879	0.004469861571
880	0.00446823191
881	0.004467078738
882	0.004465310182
883	0.004461753804
884	0.004460016057
885	0.004457909433
886	0.004456299351
887	0.004454794498
888	0.00445395206
889	0.004452178629
890	0.004450416655
891	0.004447169624
892	0.00444654233
893	0.004444917571
894	0.004442643287
895	0.004441566792
896	0.004439592628
897	0.004438329121
898	0.004437107462
899	0.004435856808
900	0.004434556366
901	0.004432877472
902	0.00443137159
903	0.004430141257
904	0.004428498313
905	0.004426510228
906	0.004423784357
907	0.004422192855
908	0.004421304471
909	0.004419014786
910	0.004418004425
911	0.004415075086
912	0.004413846062
913	0.004412864863
914	0.004411405947
915	0.004409662109
916	0.004408173274
917	0.004406809937
918	0.004404645423
919	0.004401713178
920	0.004398332817
921	0.004397571065
922	0.004394849689
923	0.004393455228
924	0.004391609683
925	0.004389994411
926	0.004387269168
927	0.00438598442
928	0.004383415577
929	0.004380629566
930	0.004379672863
931	0.004375754125
932	0.004374283897
933	0.004372662317
934	0.004371280602
935	0.004369796079
936	0.004366956614
937	0.004364949689
938	0.004363493971
939	0.004360549134
940	0.004359386844
941	0.004357837697
942	0.004356622652
943	0.004355065269
944	0.004351503912
945	0.004348736326
946	0.004347008539
947	0.004344163316
948	0.004343348432
949	0.004342456885
950	0.004339159774
951	0.004336672605
952	0.004335338715
953	0.004332665655
954	0.004330976557
955	0.004330473433
956	0.004328327689
957	0.004325916504
958	0.004324372962
959	0.004322208325
960	0.004319854592
961	0.004318816431
962	0.00431689027
963	0.00431571378
964	0.004314221983
965	0.004312843585
966	0.004308314258
967	0.004305586436
968	0.004304586646
969	0.004303859076
970	0.004302459598
971	0.004300987687
972	0.004299732393
973	0.004298391079
974	0.004295407909
975	0.004293476949
976	0.00429127228
977	0.004290084427
978	0.004288578293
979	0.004286285018
980	0.0042844542
981	0.004283058221
982	0.004281558295
983	0.004280267548
984	0.004279221411
985	0.004274938251
986	0.004273533307
987	0.004272283688
988	0.004270116105
989	0.004268510201
990	0.004266917025
991	0.004265955466
992	0.00426371505
993	0.004262328744
994	0.004260236034
995	0.004259255776
996	0.004256977871
997	0.004254595243
998	0.004253501069
999	0.004251547086
